event_id,timestamp,scanner,target_ip,plugin_id,severity,title,result,raw
vuln-20260706-013806,2026-07-02T01:17:36+08:00,10.20.90.21,10.20.10.22,52985,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000021,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.10.22,80609,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001650,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.10.22,47787,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-002026,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.10.21,89235,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004265,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.60.21,31594,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-005980,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.10.22,36916,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-010250,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.10.21,93871,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-010961,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.10.21,65035,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013110,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.10.22,57253,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013708,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.60.21,52534,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014835,2026-07-02T01:17:37+08:00,10.20.90.21,10.20.60.21,82400,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-001684,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.30.21,80912,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003960,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.10.22,87456,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004219,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.10.21,96791,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004331,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.30.21,70298,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011048,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.10.22,74678,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011997,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.30.21,71903,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013066,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.10.21,72660,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-013610,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.10.21,10619,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014075,2026-07-02T01:17:38+08:00,10.20.90.21,10.20.60.21,73255,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004953,2026-07-02T01:17:39+08:00,10.20.90.21,10.20.30.21,60322,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011853,2026-07-02T01:17:39+08:00,10.20.90.21,10.20.10.22,54770,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-012077,2026-07-02T01:17:39+08:00,10.20.90.21,10.20.10.22,81023,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012748,2026-07-02T01:17:39+08:00,10.20.90.21,10.20.10.22,95558,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-004277,2026-07-02T01:17:40+08:00,10.20.90.21,10.20.60.21,92825,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004484,2026-07-02T01:17:40+08:00,10.20.90.21,10.20.10.22,48791,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-008653,2026-07-02T01:17:40+08:00,10.20.90.21,10.20.60.21,77411,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011602,2026-07-02T01:17:40+08:00,10.20.90.21,10.20.10.21,72046,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-012795,2026-07-02T01:17:40+08:00,10.20.90.21,10.20.30.21,64398,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014198,2026-07-02T01:17:40+08:00,10.20.90.21,10.20.60.21,66045,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-000979,2026-07-02T01:17:41+08:00,10.20.90.21,10.20.30.21,91670,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-004230,2026-07-02T01:17:41+08:00,10.20.90.21,10.20.60.21,68992,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007020,2026-07-02T01:17:41+08:00,10.20.90.21,10.20.10.22,16210,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011130,2026-07-02T01:17:41+08:00,10.20.90.21,10.20.60.21,62695,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-013517,2026-07-02T01:17:41+08:00,10.20.90.21,10.20.10.22,43491,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-014613,2026-07-02T01:17:41+08:00,10.20.90.21,10.20.60.21,90130,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000168,2026-07-02T01:17:42+08:00,10.20.90.21,10.20.60.21,24097,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-005511,2026-07-02T01:17:42+08:00,10.20.90.21,10.20.60.21,19393,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-007665,2026-07-02T01:17:42+08:00,10.20.90.21,10.20.10.21,70484,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007741,2026-07-02T01:17:42+08:00,10.20.90.21,10.20.10.21,17105,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-007836,2026-07-02T01:17:42+08:00,10.20.90.21,10.20.10.21,55023,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006750,2026-07-02T01:17:43+08:00,10.20.90.21,10.20.30.21,38920,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-007910,2026-07-02T01:17:43+08:00,10.20.90.21,10.20.10.21,22408,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012805,2026-07-02T01:17:43+08:00,10.20.90.21,10.20.10.22,16556,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001605,2026-07-02T01:17:44+08:00,10.20.90.21,10.20.30.21,29299,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-006233,2026-07-02T01:17:44+08:00,10.20.90.21,10.20.10.21,46979,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006533,2026-07-02T01:17:44+08:00,10.20.90.21,10.20.60.21,15021,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-009507,2026-07-02T01:17:44+08:00,10.20.90.21,10.20.30.21,26061,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-012607,2026-07-02T01:17:45+08:00,10.20.90.21,10.20.60.21,27446,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014785,2026-07-02T01:17:45+08:00,10.20.90.21,10.20.10.21,32027,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002665,2026-07-02T01:17:46+08:00,10.20.90.21,10.20.30.21,39680,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008103,2026-07-02T01:17:46+08:00,10.20.90.21,10.20.60.21,34205,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000134,2026-07-02T01:17:47+08:00,10.20.90.21,10.20.10.22,71601,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-009292,2026-07-02T01:17:47+08:00,10.20.90.21,10.20.30.21,98919,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000078,2026-07-02T01:17:48+08:00,10.20.90.21,10.20.60.21,79717,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002039,2026-07-02T01:17:48+08:00,10.20.90.21,10.20.10.22,95704,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011794,2026-07-02T01:17:48+08:00,10.20.90.21,10.20.10.22,13188,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000881,2026-07-02T01:17:49+08:00,10.20.90.21,10.20.60.21,79779,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007880,2026-07-02T01:17:49+08:00,10.20.90.21,10.20.10.21,38426,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014419,2026-07-02T01:17:49+08:00,10.20.90.21,10.20.10.21,96248,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-009189,2026-07-02T01:17:50+08:00,10.20.90.21,10.20.10.21,82439,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009220,2026-07-02T01:17:50+08:00,10.20.90.21,10.20.30.21,98914,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015651,2026-07-02T01:17:50+08:00,10.20.90.21,10.20.30.21,26445,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002942,2026-07-02T01:17:51+08:00,10.20.90.21,10.20.60.21,31182,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008527,2026-07-02T01:17:51+08:00,10.20.90.21,10.20.60.21,90923,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012923,2026-07-02T01:17:51+08:00,10.20.90.21,10.20.10.21,56640,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-004022,2026-07-02T01:17:52+08:00,10.20.90.21,10.20.60.21,59600,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011550,2026-07-02T01:17:52+08:00,10.20.90.21,10.20.10.21,39988,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014853,2026-07-02T01:17:52+08:00,10.20.90.21,10.20.10.21,42405,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-001096,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.10.21,59771,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-002543,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.10.21,82599,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-005741,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.10.22,59811,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-007552,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.10.22,77316,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-009736,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.10.21,62174,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011118,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.10.21,64056,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-012999,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.10.21,96715,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015733,2026-07-02T01:17:53+08:00,10.20.90.21,10.20.60.21,50997,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004005,2026-07-02T01:17:54+08:00,10.20.90.21,10.20.30.21,12028,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008208,2026-07-02T01:17:54+08:00,10.20.90.21,10.20.60.21,68246,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003503,2026-07-02T01:17:55+08:00,10.20.90.21,10.20.60.21,23831,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008534,2026-07-02T01:17:55+08:00,10.20.90.21,10.20.10.22,99373,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009022,2026-07-02T01:17:55+08:00,10.20.90.21,10.20.10.22,20882,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010728,2026-07-02T01:17:55+08:00,10.20.90.21,10.20.60.21,18309,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-011611,2026-07-02T01:17:55+08:00,10.20.90.21,10.20.60.21,98578,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014057,2026-07-02T01:17:55+08:00,10.20.90.21,10.20.10.22,15170,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-006539,2026-07-02T01:17:56+08:00,10.20.90.21,10.20.10.22,93414,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-010736,2026-07-02T01:17:56+08:00,10.20.90.21,10.20.60.21,25405,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010750,2026-07-02T01:17:56+08:00,10.20.90.21,10.20.60.21,29373,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014011,2026-07-02T01:17:56+08:00,10.20.90.21,10.20.30.21,70009,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-002148,2026-07-02T01:17:57+08:00,10.20.90.21,10.20.10.21,83967,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009852,2026-07-02T01:17:57+08:00,10.20.90.21,10.20.60.21,44602,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011242,2026-07-02T01:17:57+08:00,10.20.90.21,10.20.60.21,63025,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014930,2026-07-02T01:17:57+08:00,10.20.90.21,10.20.60.21,12409,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-009454,2026-07-02T01:17:58+08:00,10.20.90.21,10.20.60.21,45065,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012004,2026-07-02T01:17:58+08:00,10.20.90.21,10.20.30.21,23042,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012499,2026-07-02T01:17:58+08:00,10.20.90.21,10.20.10.21,73649,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012693,2026-07-02T01:17:58+08:00,10.20.90.21,10.20.60.21,18152,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013356,2026-07-02T01:17:58+08:00,10.20.90.21,10.20.30.21,23432,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001404,2026-07-02T01:17:59+08:00,10.20.90.21,10.20.60.21,10707,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006125,2026-07-02T01:18:00+08:00,10.20.90.21,10.20.60.21,95820,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-006734,2026-07-02T01:18:00+08:00,10.20.90.21,10.20.30.21,38828,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-010337,2026-07-02T01:18:00+08:00,10.20.90.21,10.20.30.21,12918,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-000712,2026-07-02T01:18:01+08:00,10.20.90.21,10.20.30.21,94772,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012696,2026-07-02T01:18:01+08:00,10.20.90.21,10.20.30.21,54883,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015659,2026-07-02T01:18:01+08:00,10.20.90.21,10.20.30.21,35525,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-001636,2026-07-02T01:18:02+08:00,10.20.90.21,10.20.60.21,38610,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-003122,2026-07-02T01:18:02+08:00,10.20.90.21,10.20.10.22,55357,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006438,2026-07-02T01:18:02+08:00,10.20.90.21,10.20.60.21,96756,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014340,2026-07-02T01:18:02+08:00,10.20.90.21,10.20.10.22,12154,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001062,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.60.21,77583,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001940,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.10.21,73760,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-003597,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.10.22,47896,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-003701,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.10.21,38881,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004793,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.10.21,99811,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007239,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.60.21,53553,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-007472,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.10.22,87826,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-009609,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.30.21,86560,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013130,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.10.22,22718,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013530,2026-07-02T01:18:03+08:00,10.20.90.21,10.20.30.21,70329,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002040,2026-07-02T01:18:04+08:00,10.20.90.21,10.20.10.22,95756,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002393,2026-07-02T01:18:04+08:00,10.20.90.21,10.20.10.22,70444,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-006117,2026-07-02T01:18:04+08:00,10.20.90.21,10.20.10.22,41989,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012922,2026-07-02T01:18:04+08:00,10.20.90.21,10.20.10.21,35760,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013051,2026-07-02T01:18:04+08:00,10.20.90.21,10.20.10.21,75663,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014061,2026-07-02T01:18:04+08:00,10.20.90.21,10.20.10.22,10179,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-001528,2026-07-02T01:18:05+08:00,10.20.90.21,10.20.60.21,11876,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-007580,2026-07-02T01:18:05+08:00,10.20.90.21,10.20.30.21,58706,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-008807,2026-07-02T01:18:05+08:00,10.20.90.21,10.20.60.21,90427,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014181,2026-07-02T01:18:05+08:00,10.20.90.21,10.20.10.21,69548,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-003912,2026-07-02T01:18:06+08:00,10.20.90.21,10.20.30.21,18533,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-006519,2026-07-02T01:18:06+08:00,10.20.90.21,10.20.10.22,42598,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012686,2026-07-02T01:18:06+08:00,10.20.90.21,10.20.10.21,35638,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-013699,2026-07-02T01:18:06+08:00,10.20.90.21,10.20.60.21,28210,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004255,2026-07-02T01:18:07+08:00,10.20.90.21,10.20.30.21,10695,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000649,2026-07-02T01:18:08+08:00,10.20.90.21,10.20.60.21,41122,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002664,2026-07-02T01:18:08+08:00,10.20.90.21,10.20.30.21,14213,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004192,2026-07-02T01:18:08+08:00,10.20.90.21,10.20.60.21,25186,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-008132,2026-07-02T01:18:08+08:00,10.20.90.21,10.20.10.21,66779,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013040,2026-07-02T01:18:08+08:00,10.20.90.21,10.20.10.21,88953,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013531,2026-07-02T01:18:08+08:00,10.20.90.21,10.20.60.21,33834,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001036,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.30.21,46879,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-002641,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.60.21,56398,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004846,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.60.21,23849,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-005792,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.10.22,26645,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-007048,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.60.21,70225,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009016,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.10.21,90292,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009298,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.10.21,92721,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014429,2026-07-02T01:18:09+08:00,10.20.90.21,10.20.10.21,21847,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-001125,2026-07-02T01:18:10+08:00,10.20.90.21,10.20.30.21,94323,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-009676,2026-07-02T01:18:10+08:00,10.20.90.21,10.20.10.21,71004,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011748,2026-07-02T01:18:10+08:00,10.20.90.21,10.20.10.22,35248,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-002202,2026-07-02T01:18:11+08:00,10.20.90.21,10.20.10.21,68251,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-005539,2026-07-02T01:18:11+08:00,10.20.90.21,10.20.60.21,58712,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000213,2026-07-02T01:18:12+08:00,10.20.90.21,10.20.10.22,69015,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-001549,2026-07-02T01:18:12+08:00,10.20.90.21,10.20.10.22,12740,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004395,2026-07-02T01:18:12+08:00,10.20.90.21,10.20.10.21,31006,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-005447,2026-07-02T01:18:12+08:00,10.20.90.21,10.20.10.21,60010,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-008224,2026-07-02T01:18:12+08:00,10.20.90.21,10.20.10.21,16980,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002673,2026-07-02T01:18:13+08:00,10.20.90.21,10.20.60.21,29067,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-007948,2026-07-02T01:18:13+08:00,10.20.90.21,10.20.10.21,51914,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-010981,2026-07-02T01:18:13+08:00,10.20.90.21,10.20.10.22,95191,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-001168,2026-07-02T01:18:14+08:00,10.20.90.21,10.20.10.21,53229,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004424,2026-07-02T01:18:14+08:00,10.20.90.21,10.20.30.21,30706,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006046,2026-07-02T01:18:14+08:00,10.20.90.21,10.20.10.21,74739,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008676,2026-07-02T01:18:14+08:00,10.20.90.21,10.20.60.21,66250,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011585,2026-07-02T01:18:14+08:00,10.20.90.21,10.20.10.22,80772,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013618,2026-07-02T01:18:14+08:00,10.20.90.21,10.20.10.22,96985,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-009730,2026-07-02T01:18:15+08:00,10.20.90.21,10.20.30.21,11575,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-002512,2026-07-02T01:18:16+08:00,10.20.90.21,10.20.60.21,33791,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-005749,2026-07-02T01:18:17+08:00,10.20.90.21,10.20.10.22,63447,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-011200,2026-07-02T01:18:17+08:00,10.20.90.21,10.20.60.21,14409,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011921,2026-07-02T01:18:17+08:00,10.20.90.21,10.20.30.21,18036,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013631,2026-07-02T01:18:17+08:00,10.20.90.21,10.20.10.21,92843,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014704,2026-07-02T01:18:17+08:00,10.20.90.21,10.20.10.22,75263,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001551,2026-07-02T01:18:18+08:00,10.20.90.21,10.20.10.22,14958,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-003629,2026-07-02T01:18:18+08:00,10.20.90.21,10.20.10.22,77183,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008344,2026-07-02T01:18:18+08:00,10.20.90.21,10.20.10.22,54461,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-011116,2026-07-02T01:18:18+08:00,10.20.90.21,10.20.10.22,28535,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014159,2026-07-02T01:18:18+08:00,10.20.90.21,10.20.30.21,40871,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-014483,2026-07-02T01:18:18+08:00,10.20.90.21,10.20.10.22,98785,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015795,2026-07-02T01:18:18+08:00,10.20.90.21,10.20.10.21,48142,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-001682,2026-07-02T01:18:19+08:00,10.20.90.21,10.20.30.21,96678,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-005777,2026-07-02T01:18:19+08:00,10.20.90.21,10.20.30.21,68232,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000391,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.60.21,89959,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000546,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.60.21,49322,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-001450,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.10.22,94133,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001547,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.60.21,97953,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004661,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.10.22,78850,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-006901,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.30.21,86188,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-010554,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.30.21,37546,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-012060,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.60.21,54942,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013915,2026-07-02T01:18:20+08:00,10.20.90.21,10.20.60.21,13583,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-001956,2026-07-02T01:18:21+08:00,10.20.90.21,10.20.10.22,23065,low,OpenSSH banner,detected,scheduled vulnerability scan
